title,image,published,description,category,author,image_relation,fake_news_label
"The brain perceives unexpected pain more strongly, study finds",https://scx2.b-cdn.net/gfx/news/hires/2025/the-brain-perceives-un.jpg,2025-02-19 21:44:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Self-induced pain ...","medical, science",University Of Tsukuba,Unknown,Unknown
Exact Sciences 2025 revenue guidance range includes consensus,https://static.seekingalpha.com/cdn/s3/uploads/getty_images/188076504/image_188076504.jpg?io=getty-c-w750,2025-02-19 21:39:23+00:00,"Exact Sciences projects 2025 revenue of $3.025B-$3.085B, which includes the consensus figure of $3.06B. Read more here.","business, finance",Jonathan Block,Yes,Real
Talazoparib and enzalutamide tied to improved overall survival in metastatic prostate cancer,https://scx2.b-cdn.net/gfx/news/2025/talazoparib--enzalutam.jpg,2025-02-19 21:36:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

For patients with ...","medical, science",Elana Gotkine,Yes,Real
Trump administration reverses plan to end free COVID test program,https://scx2.b-cdn.net/gfx/news/2025/trump-administration-r.jpg,2025-02-19 21:32:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The Trump administ...","medical, science",India Edwards,Yes,Real
De-escalating DAPT to ticagrelor monotherapy cuts bleeding risk in acute coronary syndrome,https://scx2.b-cdn.net/gfx/news/2025/de-escalating-dapt-to.jpg,2025-02-19 21:31:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

For patients with ...","medical, science",Elana Gotkine,Yes,Real
Suicide far outpaces homicide in Illinois intimate partner problem-related deaths,https://scx2.b-cdn.net/gfx/news/hires/2023/suicide.jpg,2025-02-19 21:27:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...","medical, science",Kristin Samuelson,Yes,Real
Germanium detectors help physicists unlock the mysteries of the universe,https://scx2.b-cdn.net/gfx/news/hires/2025/germanium-detectors-he.jpg,2025-02-19 21:14:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

ORNL's David Radfo...",science,Chris Driver,Yes,Real
Desert plants' clever survival trick: Two dormancy cycles a year ensure survival in harsh conditions,https://scx2.b-cdn.net/gfx/news/hires/2025/desert-plants-clever-s.jpg,2025-02-19 21:13:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Dormancy cycle of ...",science,Zhang Nannan,Yes,Real
Ultrafast vortex electron diffraction: A new way to observe electrons in motion,https://scx2.b-cdn.net/gfx/news/hires/2020/electron.jpg,2025-02-19 21:09:02+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Michelle Franklin,Yes,Real
Study shows smoking is tied to some unexplained strokes in young adults,https://scx2.b-cdn.net/gfx/news/hires/2022/smoking.jpg,2025-02-19 21:00:01+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Unsplash/C...","medical, science",American Academy Of Neurology,Unknown,Unknown
Blockchain technology could bring benefits to the auditing industry,https://scx2.b-cdn.net/gfx/news/hires/2019/1-blockchain.jpg,2025-02-19 20:52:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...",science,University Of Maryland,Yes,Real
Chlorine plus UV light can detoxify water affected by harmful algae blooms,https://scx2.b-cdn.net/gfx/news/2025/chlorine-plus-uv-light-1.jpg,2025-02-19 20:41:58+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

The late UC Profes...",science,Michael Miller,Unknown,Unknown
Perceived discrimination is associated with differences in gene expression,https://scx2.b-cdn.net/gfx/news/hires/2025/perceived-discriminati.jpg,2025-02-19 20:39:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Comparison of PAGE...","medical, science",Federation Of American Societies For Experimental Biology,Unknown,Unknown
Did Twitter favor tweets from right-wing politicians? International study ends prematurely in 2023,https://scx2.b-cdn.net/gfx/news/hires/2025/did-twitter-favour-twe.jpg,2025-02-19 20:22:26+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Ingmar Weber, Humb...",science,Friederike Meyer Zu Tittingdorf,Unknown,Unknown
Friend-enemy divided thinking can ignite flames of conflict,https://scx2.b-cdn.net/gfx/news/hires/2025/friend-enemy-divided-t.jpg,2025-02-19 20:21:05+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Research shows tha...",science,Kyushu University,Unknown,Unknown
"Government suspicion, conspiratorial thinking linked to historical harm in three communities, report finds",https://scx2.b-cdn.net/gfx/news/hires/2024/conspiracy.jpg,2025-02-19 20:19:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Jeff Karoub,Unknown,Unknown
"Team conflict at work can boost creativity, but it depends on the 'fighters' as much as the fights",https://scx2.b-cdn.net/gfx/news/hires/2018/team.jpg,2025-02-19 20:18:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...",science,Brad Harris,Unknown,Unknown
"Community helps drive brand loyalty, according to research",https://scx2.b-cdn.net/gfx/news/hires/2019/community.jpg,2025-02-19 20:15:35+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: CC0 Public...",science,David Bradley,Unknown,Unknown
CRISPR manipulation of UFO gene reveals complex plant flowering dynamics,https://scx2.b-cdn.net/gfx/news/hires/2025/crispr-manipulates-pla.jpg,2025-02-19 20:07:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Tomato plants muta...",science,Margaret Osborne,Unknown,Unknown
Graduate student admissions paused and cut back as universities react to Trump orders on research,https://www.statnews.com/wp-content/uploads/2025/02/GettyImages-2102961523-1024x576.jpg,2025-02-19 20:04:25+00:00,"In response to Trump science policies, universities are accepting fewer graduate students than normal and freezing positions, STAT has learned.",medical,"Megan Molteni, Usha Lee McFarling, and Angus Chen",Unknown,Unknown
Disrupting parasite gene regulation reveals new malaria intervention strategy,https://scx2.b-cdn.net/gfx/news/hires/2025/disrupting-parasite-ge.jpg,2025-02-19 20:02:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

PfSnf2L, in red, i...",science,Sam Sholtis,Unknown,Unknown
Blocking plant immune responses gives colonizing bacteria a competitive advantage,https://scx2.b-cdn.net/gfx/news/hires/2025/blocking-plant-immune.jpg,2025-02-19 19:59:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Thale cress (Arabi...",science,Max Planck Society,Unknown,Unknown
Alaska's lakes and ponds reveal effects of permafrost thaw,https://scx2.b-cdn.net/gfx/news/2025/alaskas-lakes-and-pond.jpg,2025-02-19 19:51:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Summit Lake in cen...",science,Saima May Sidik,Unknown,Unknown
"We can farm more seafood while minimizing its impact on biodiversity, research shows",https://scx2.b-cdn.net/gfx/news/hires/2025/we-can-farm-more-seafo.jpg,2025-02-19 19:50:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

By building up cap...",science,Matt Davenport,Yes,Real
"Study reveals link among religion, sociocultural norms, and menstrual stigma for adolescent girls",https://scx2.b-cdn.net/gfx/news/hires/2025/study-reveals-link-bet.jpg,2025-02-19 19:45:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Predicted values o...",science,The City University Of New York,Unknown,Unknown
Adult great apes show enhanced memory for social events,https://scx2.b-cdn.net/gfx/news/hires/2025/great-apes-show-enhanc.jpg,2025-02-19 19:44:03+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Superior memory fo...",science,Sandra Jacob,Yes,Real
SpaceX debris enters atmosphere over Poland: agency,https://scx2.b-cdn.net/gfx/news/hires/2025/spacex-falcon.jpg,2025-02-19 19:34:19+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Credit: Pixabay/CC...",science,Science X,Yes,Real
Blueback herring make a robust return as an urbanized waterway recovers,https://scx2.b-cdn.net/gfx/news/2025/blueback-herring-make.jpg,2025-02-19 19:27:04+00:00,"This article has been reviewed according to Science X's editorial process and policies . Editors have highlighted the following attributes while ensuring the content's credibility:

Map of study area ...",science,Emily Storz,Yes,Real
Elon Musk's DODGY firing spree cuts 10% of NASA and NSF staff putting future of American science at stake,https://cdn.zmescience.com/wp-content/uploads/2025/02/MUSK-DODGY.jpg,2025-02-19 19:20:10+00:00,Thousands of the nation's brightest are being fired in the most undignified way possible.,science,Tibi Puiu,Yes,Fake
